,Position,Track Name,Artist,Streams
1099,31,Sweet but Psycho,Ava Max,12295793
1100,37,Woman Like Me (feat. Nicki Minaj),Little Mix,11270006
1101,51,Always Remember Us This Way,Lady Gaga,9376443
1102,53,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,9021200
1103,56,Ruin My Life,Zara Larsson,8778779
1104,65,STOOPID,6ix9ine,8332847
1105,66,Saturday Nights,Khalid,8103764
1106,81,Vertigo,Khalid,7437136
1107,82,There's No Way (feat. Julia Michaels),Lauv,7158199
1108,87,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,6744347
1109,96,Hard Work Pays Off,Future,6291947
1110,101,Imposible,Luis Fonsi,6119459
1111,121,PPP,Kevin Roldan,5525340
1112,123,Jet Lag (feat. Young Scooter),Future,5492731
1113,131,Diamond Heart,Alan Walker,5291047
1114,132,Get Dripped (feat. Playboi Carti),Lil Yachty,5245232
1115,140,PASS OUT (feat. 21 Savage),Quavo,5083514
1116,141,Motion,Khalid,5003165
1117,142,1999,Charli XCX,4990814
1118,154,Uproar,Lil Wayne,4715404
1119,158,Consequences - orchestra,Camila Cabello,4671543
1120,159,My Blood,Twenty One Pilots,4654803
1121,162,Lost In Japan - Remix,Shawn Mendes,4623438
1122,168,Está Rico,Marc Anthony,4563741
1123,169,I'll Never Love Again - Film Version - Radio Edit,Lady Gaga,4544688
1124,174,Look What I Found,Lady Gaga,4461695
1125,175,Astronauts,Future,4442837
1126,177,Polaroid,Jonas Blue,4408684
1127,180,Roli Glitzer Glitzer (feat. Luciano & Eno),Capital Bra,4361757
1128,181,Cry Alone,Lil Peep,4345605
1129,188,Tanta Falta,Bryant Myers,4221104
1130,189,Don't Cry (feat. XXXTENTACION),Lil Wayne,4207686
1131,193,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,4174519
1132,196,Yacht Club (feat. Juice WRLD),Lil Yachty,4125479
1133,197,Make It Back,Juice WRLD,4026639
1134,198,idontwannabeyouanymore,Billie Eilish,4009702
1135,1,"thank u, next",Ariana Grande,45530537
1136,8,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,20003115
1137,12,BAD!,XXXTENTACION,17569774
1138,19,Adan y Eva,Paulo Londra,14065676
1139,36,Another One Bites The Dust - Remastered 2011,Queen,11035989
1140,37,Happy Now (feat. Sandro Cavazza),Kygo,10974050
1141,45,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,10035568
1142,47,Armed And Dangerous,Juice WRLD,9880877
1143,51,Don't Stop Me Now - Remastered,Queen,9119911
1144,52,Somebody To Love - Remastered 2011,Queen,9096829
1145,56,Ella Quiere Beber - Remix,Anuel Aa,8547839
1146,59,Under Pressure - Remastered,Queen,8348862
1147,62,Topanga,Trippie Redd,8230959
1148,67,10 Freaky Girls (with 21 Savage),Metro Boomin,7763205
1149,68,This Feeling,The Chainsmokers,7683454
1150,69,Money,Cardi B,7674436
1151,72,SOLO,JENNIE,7589561
1152,75,Beach House,The Chainsmokers,7469310
1153,81,We Will Rock You - Remastered,Queen,7198189
1154,82,Bubalu,Becky G,7183482
1155,87,I Found You (with Calvin Harris),benny blanco,7064405
1156,88,Killer Queen - Remastered 2011,Queen,6981015
1157,97,Calma - Remix,Pedro Capó,6657050
1158,101,Waste It On Me (feat. BTS),Steve Aoki,6517200
1159,106,POP/STARS,K/DA,6164961
1160,107,"Thunderclouds (with Sia, Diplo & Labrinth)",Sia,6060770
1161,113,Adictiva,Daddy Yankee,5848010
1162,118,Don't Come Out The House (with 21 Savage),Metro Boomin,5786889
1163,122,Desconocidos,Mau y Ricky,5636761
1164,124,Asesina - Remix,Brytiago,5591120
1165,129,Space Cadet (feat. Gunna),Metro Boomin,5501560
1166,133,Take One,Kodak Black,5380311
1167,135,1400 / 999 Freestyle,Trippie Redd,5326559
1168,144,Empty Space,James Arthur,5072633
1169,145,bellyache,Billie Eilish,5031601
1170,155,Créeme,Karol G,4849329
1171,168,We Are The Champions - Remastered 2011,Queen,4535541
1172,170,Hurts Like Hell (feat. Offset),Madison Beer,4519238
1173,180,What Lovers Do,Maroon 5,4327173
1174,181,come out and play,Billie Eilish,4308375
1175,190,Crazy Little Thing Called Love - Remastered 2011,Queen,4205776
1176,194,Dip (feat. Nicki Minaj),Tyga,4175191
1177,195,Atrasadinha - Ao Vivo,Felipe Araújo,4157396
1178,199,Veneno,Anitta,4128423
